Date,close,high,low,open,volume,rsi,ema_20,ema_50,atr,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2016-03-15,23.685333251953125,23.82122121869058,23.52000171168457,23.54491470717585,160270800,63.4705658431969,22.682855844719374,22.166895980834962,0.4675723427747314,0.3707490786472185,0.1147491070989638,0.2559999715482547
2016-03-16,24.000133514404297,24.077136037852313,23.687589388175116,23.692119964794824,153214000,66.57677704903024,22.808310860879843,22.238787648818075,0.46216023156933544,0.42772521223129445,0.1373801925464318,0.29034501968486265
2016-03-17,23.96163558959961,24.113377097226152,23.771391086978394,23.898219603453242,137682800,65.8394483504692,22.918151311234105,22.30635031316245,0.4535763586177943,0.4644192122089734,0.13925935401928857,0.32515985818968485
2016-03-18,23.988811492919922,24.120170583094062,23.823481713829104,24.08393287770441,176820800,66.12465096444106,23.020118947585136,22.372329182956864,0.442370109378306,0.49004342428303005,0.13190685287467613,0.3581365714083539
2016-03-21,23.986541748046875,24.380617189059745,23.812150859661262,23.991070596098503,142010800,66.0750324508973,23.112159214295776,22.435631636489806,0.4513769822368901,0.504353771196957,0.11697375983088248,0.38738001136607453
2016-03-22,24.169998168945312,24.299091979127244,23.82801214523532,23.837071572184282,129777600,68.15502520739315,23.212905781405254,22.50364601031159,0.45278432878367825,0.5244526603755872,0.10965811920761015,0.4147945411679771
2016-03-23,24.0363712310791,24.249263422019336,23.98428169153553,24.115640776494775,102814000,65.02760715740726,23.291331062326574,22.56375288171424,0.4393698574765446,0.5235632860803321,0.08701499592988399,0.4365482901504481
2016-03-24,23.93218994140625,24.063549023716174,23.755535457979903,23.88689454028983,104532000,62.615212753046315,23.35236524128654,22.617417080133535,0.42998726520938224,0.5085891915323089,0.05763272110548856,0.4509564704268203
2016-03-28,23.82347869873047,24.049959145025742,23.794035134850528,24.006927307298863,77645600,60.109323943651304,23.397233189614536,22.66471361419616,0.41755417556408453,0.48238934092901076,0.02514629640175231,0.45724304452725845
2016-03-29,24.387418746948242,24.412331738585134,23.753272696405663,23.7555379850751,124760400,67.39828380826663,23.491536576027272,22.732270678225653,0.4348045231794693,0.5013517485372034,0.035286963207955935,0.4660647853292475
2016-03-30,24.813201904296875,25.007975263716304,24.595780841484046,24.607105557135252,182404400,71.6154135096512,23.6174094644339,22.813875824346095,0.44807252272151166,0.544460533448504,0.06271659849540517,0.4817439349530988
2016-03-31,24.684101104736328,24.890199121448514,24.65918811968522,24.849432575720197,103553600,68.713120184987,23.718999144462707,22.887217992204537,0.43256812836735337,0.561731904756531,0.0639903758427457,0.4977415289137853
2016-04-01,24.91058921813965,24.91285450690936,24.505188923814494,24.636548025912735,103496000,70.93826129900957,23.83248391338432,22.96656588341768,0.43078937513360416,0.5869295305855182,0.07135040133738624,0.515579129248132
2016-04-04,25.166513442993164,25.408847505611973,24.974003638259468,25.007976058383598,149424800,73.25309357143331,23.95953434477564,23.052838336734364,0.4356085831577985,0.6203982122850284,0.08385526642951713,0.5365429458555113
2016-04-05,24.869821548461914,25.078184908237542,24.781494297389987,24.801878439588343,106314800,66.62742188243104,24.046228364174333,23.124092580331524,0.431995051903897,0.6158823193259124,0.06347149877632086,0.5524108205495916
2016-04-06,25.130271911621094,25.134802488500018,24.7316658138071,24.96494214162522,105616400,69.25626427272624,24.14947060678831,23.202766279597782,0.42993373924596984,0.6261022917686354,0.058953176975235055,0.5671491147934004
2016-04-07,24.582185745239258,25.007968325801674,24.48706438063093,24.901522248683936,127207600,58.76552757456907,24.190681572355064,23.25686116060333,0.4451675815134123,0.5832523504466494,0.012882588522599159,0.5703697619240502
