Date,close,high,low,open,volume,rsi,ema_20,ema_50,atr,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2016-03-15,47.15324783325195,47.15324783325195,46.405343586302955,46.41414099872746,21104800,58.45810295839724,45.91576298611746,45.57564819335938,1.132027984352064,0.3177982265982635,0.17904805888770514,0.13875016771055837
2016-03-16,47.821964263916016,48.04193650681629,46.986072426103014,47.030066203381054,31691700,61.605420630014244,46.09730596495542,45.663739019655715,1.126587705520722,0.426058201795982,0.22984642726833887,0.1962117745276431
2016-03-17,48.094730377197266,48.39389275759553,47.514003798366524,47.69877967424221,28223900,62.84204875720072,46.287536861359406,45.75907201406911,1.1089663664998852,0.5277810267078422,0.2652554017441593,0.2625256249636829
2016-03-18,47.06527328491211,48.36750885662904,47.03007691247119,48.32351171282247,67625500,55.567699603761085,46.361606996935855,45.81029559331786,1.125285336332597,0.519341864770368,0.20545299184534804,0.31388887292502
2016-03-21,47.39082717895508,47.452419147065015,46.57253005233955,46.85409429413086,23925700,57.25289342792755,46.45962796665197,45.87227722412716,1.1077570333606588,0.532781671155881,0.17511423858468883,0.3576674325711922
2016-03-22,47.57560729980469,47.73398761941301,47.03887436741103,47.17085908592157,23124100,58.22144229850319,46.56591171266652,45.93907448199687,1.0782824775493243,0.5519801425381701,0.15545016797358224,0.39652997456458783
2016-03-23,47.487613677978516,47.72518412713834,47.28523959680764,47.61079760942945,20129000,57.55269641606424,46.65369285222004,45.99980150929027,1.0326869098908509,0.5537118737314515,0.12574551933349093,0.42796635439796055
2016-03-24,47.69879150390625,47.804380621887844,47.276445101512394,47.373233448073435,19950000,58.776481135204385,46.753226057142534,46.06642856790266,0.9966332392111794,0.565604630737738,0.11011062107182196,0.4554940096659161
2016-03-28,47.10926055908203,47.76917734681344,46.92448466407972,47.69878461166379,17025100,54.088331364456586,46.7871341049463,46.10732394010578,0.9857803423199325,0.5214485714747781,0.052763649447089556,0.4686849220276885
2016-03-29,48.138736724853516,48.27072144580848,47.030077823573095,47.21485374770135,23924300,60.07682199077431,46.91585816398508,46.18698718656647,1.0039848623138938,0.5630343893049314,0.07547957382179432,0.4875548154831371
2016-03-30,48.437889099121094,48.95702374681565,48.30590776215412,48.332303358245476,23008300,61.64251032146631,47.06081349114089,46.27525784980391,0.9907207308601969,0.6130635312581134,0.100406972619981,0.5126565586381324
2016-03-31,48.59626007080078,48.913020589201885,48.27070214089277,48.34989227049305,26360500,62.48138071655679,47.20704649872754,46.36627754474497,0.9658348535351194,0.6579072552442113,0.11620055728486312,0.5417066979593482
2016-04-01,48.895442962646484,48.9306393364878,48.01555375567928,48.43790017224222,24399200,64.07958360454445,47.36784616195792,46.46546050230973,0.9622099054832196,0.7094101499646683,0.1341627616042561,0.5752473883604122
2016-04-04,48.77226638793945,48.97464053337143,48.39391370319357,48.77226638793945,18928800,62.89175218482576,47.50160046919426,46.55592347821678,0.9349611143899795,0.7318509230600299,0.12528282775969402,0.6065680953003358
2016-04-05,48.00675582885742,48.65787195542795,47.91876489519187,48.5610836066513,19272300,55.95037171166895,47.5497105034479,46.61281886451641,0.9291425699869512,0.6800261744978897,0.05876646335804314,0.6212597111398466
2016-04-06,48.49949264526367,48.56988539366773,47.698793592977864,47.83077831797999,21188700,59.08096097960086,47.640165945525595,46.68680607160454,0.9249960864657311,0.6709797936055608,0.03977606597257144,0.6312037276329894
2016-04-07,47.91875076293945,48.314701456382934,47.716376709959434,48.27950509329686,19225100,54.19246184436529,47.66669783289834,46.73511762812748,0.9148617899541959,0.609918692110142,-0.017028028418277996,0.62694672052842
2016-04-08,47.88353729248047,48.64024204593311,47.79554977271056,48.103509448413966,22167200,53.90123121952564,47.6873492100014,46.78015369339623,0.909849681616221,0.5523191056356893,-0.05970209191418463,0.6120211975498739
2016-04-11,47.78678894042969,48.525896084355985,47.77798816781115,47.945169282450415,21414200,53.05757600155213,47.69681966051838,46.81962958543676,0.8982824126825504,0.4931791724150685,-0.09507362010784437,0.5882527925229128
2016-04-12,48.08594512939453,48.20032830634409,47.30284093810028,47.83957387605587,24944300,55.38301845300684,47.73387922898277,46.869289018533145,0.8982256237940689,0.4650885028016418,-0.09853143177701684,0.5636199345786587
2016-04-13,48.70185089111328,48.781041029005735,48.2971027892229,48.49947684016809,20818000,59.79854787922763,47.82606700632853,46.94115419000688,0.8837163577810071,0.4869120730957306,-0.06136628918634246,0.548278362282073
2016-04-14,48.710662841796875,48.90423952475034,48.455494188178335,48.58747890046673,20877100,59.859755441926644,47.91031422875409,47.01054668615551,0.8526469991232211,0.49916440402915185,-0.039291166602337,0.5384555706314889
2016-04-15,48.96584701538086,49.20341420238099,48.490705928357144,48.65788370793435,28793800,61.67930178185446,48.01084116081378,47.08722513043886,0.8426513759018371,0.523431897621542,-0.012018938407957536,0.5354508360294995
2016-04-18,49.678524017333984,49.792910508466925,48.57866294704315,48.82503410921483,23786000,66.2769304887491,48.16966809952999,47.18884469463083,0.8691939605819756,0.5933315819580258,0.04630459674282106,0.5470269852152048
2016-04-19,49.616943359375,49.95130214067048,48.99222293481768,49.82811820980119,29596800,65.54515586235011,48.30750383856285,47.284064250110994,0.8756143352441771,0.6364222612795345,0.0715162208514637,0.5649060404280708
2016-04-20,48.913028717041016,49.71372755760217,48.82504116131302,49.52895167666731,36195700,57.70239206971078,48.36517287460839,47.34794520959844,0.8765480538902468,0.6067773546782362,0.03349705140013226,0.573280303278104
2016-04-21,49.0802116394043,49.4761623953437,48.76345103465277,49.09780982372499,38909100,58.95844779900534,48.433271804588955,47.415877226453574,0.8648454329474387,0.5899729760232617,0.013354138196126186,0.5766188378271355
2016-04-22,45.56064987182617,46.13257904592577,44.67196348744362,45.6750363779481,126834100,35.235948893792866,48.15968876337345,47.343123212546615,1.11794562716267,0.28932105144662046,-0.2298382291044121,0.5191592805510326
2016-04-25,45.85101318359375,45.868611365168476,45.42866689533013,45.560648222375676,33226900,37.4712298291691,47.93981489863253,47.284609093764146,1.0695169730680754,0.07363332855526039,-0.35642076159661773,0.4300540901518781
2016-04-26,45.26149368286133,46.062192622298355,44.95353384327421,45.983002469760166,33532600,34.841922592571635,47.684736687606694,47.205271234513056,1.072312816350652,-0.1432191020141289,-0.4586185537328057,0.3153994517186768
2016-04-27,44.821556091308594,45.31429526761105,44.47839982923641,45.29669708025978,43369300,32.98198748253372,47.41205282129259,47.111792209289355,1.0554258607809368,-0.34658034008251093,-0.5295838334409502,0.18300349335843924
2016-04-28,43.906471252441406,44.671973896216734,43.60730879815403,44.539989177129925,43134800,29.459307545504455,47.07818790997344,46.986093348236494,1.0667702488076245,-0.5749575326658558,-0.606368820819436,0.03141128815358024
2016-04-29,43.880062103271484,44.214420852526345,43.422519434951695,43.422519434951695,48411700,29.361840596189502,46.77360449981135,46.86428820137512,1.047136760862412,-0.7494400227129105,-0.6246810486931926,-0.12475897401971792
2016-05-02,44.53118133544922,44.65436525428149,43.80087187878639,43.9944485263857,33114500,35.06607412000393,46.56004038891972,46.77279381447607,1.0333050904790324,-0.8256610659354493,-0.5607216735325851,-0.26493939240286424
2016-05-03,43.800865173339844,44.35519607973295,43.642484914370385,44.29360412974589,26460200,31.949633379998723,46.297261796959724,46.65624759325504,1.0229758998075897,-0.9342280037175499,-0.5354308890517485,-0.39879711466580137
2016-05-04,43.880062103271484,44.04724315615394,43.51930775893416,43.853666508189015,24257600,32.648670148890254,46.06705230232275,46.54737757404,0.9876158639084603,-1.002323393566904,-0.48282102312088204,-0.519502370446022
2016-05-05,43.94165802001953,44.25841861557562,43.75688212478193,43.88006605494033,25390700,33.22321418648815,45.864633799246256,46.445192493490175,0.9528959086859768,-1.0393383592801797,-0.4158687910673262,-0.6234695682128535
2016-05-06,44.337608337402344,44.337608337402344,43.69528973882728,43.924059413130735,24787300,36.946770592109324,45.719202802880176,46.362542134427905,0.9307118151066262,-1.0249085964520077,-0.32115122259132334,-0.7037573738606844
2016-05-09,44.056053161621094,44.51359596072105,43.9944611844837,44.42560838095648,17951600,35.43370921336563,45.56080759895074,46.272091586474694,0.9013134551873923,-1.0243835986124594,-0.25650097980142006,-0.7678826188110394
2016-05-10,44.891937255859375,44.96232663058868,44.161627773545646,44.284815053214714,22891000,42.908799865714315,45.497105661513466,46.21796788723488,0.9016677418859773,-0.9456181757093276,-0.14218844551863064,-0.803429730190697
2016-05-11,44.91831970214844,45.560638082376514,44.87432593625786,44.9887124127807,24039100,43.13258323663942,45.44198318919298,46.16700129174129,0.8862851993311684,-0.8710265161728898,-0.05407742878575428,-0.8169490873871356
2016-05-12,45.32307052612305,45.58703985083544,44.803936000836416,45.05030714680069,24102800,46.59139730729863,45.430658173662515,46.133905967599404,0.878915102950301,-0.7703717141543649,0.037261898586216535,-0.8076336127405814
2016-05-13,44.94473648071289,45.66624526843837,44.909540111431035,45.26149373471805,22592300,43.90336846102732,45.38437991719112,46.087271870074446,0.8701858210972317,-0.712912443099583,0.07577693571279875,-0.7886893788123818
2016-05-16,45.60464859008789,45.719031743673874,44.65436685669251,44.69836063549559,20032000,49.38833715035544,45.40535788603843,46.06834546693772,0.8840771829460983,-0.6071275759344488,0.1452494423023465,-0.7523770182367953
2016-05-17,44.754058837890625,45.83503306533124,44.62115433155826,45.82617411690426,27803500,43.48622079108212,45.34332940526245,46.01680481481823,0.9076344365765898,-0.5851821750437693,0.13375587455442073,-0.7189380495981901
2016-05-18,45.01987075805664,45.31226335095737,44.567986687226885,44.72747478516825,24907500,45.67122494157428,45.31252381981428,45.97770936161189,0.8959660242304398,-0.5401153724518579,0.14305814171706577,-0.6831735141689237
2016-05-19,44.585697174072266,44.851509479659576,44.14267553809779,44.71860501685934,23842400,42.76292655618574,45.243302234505514,45.92312064837505,0.8946252524967548,-0.5332863928193206,0.11990969707968246,-0.653196089899003
2016-05-20,44.85152053833008,45.38314866057073,44.656593268830754,44.727474990470235,23905800,45.069280856152986,45.205989692012615,45.881097114647794,0.8876842692111628,-0.500653432222613,0.12203412614111198,-0.622687558363725
2016-05-23,44.328739166259766,44.90466858463666,44.28443768330458,44.833783507919165,26118700,41.52543794246078,45.122442022893296,45.82022033235807,0.8685804572197997,-0.5110842029490641,0.08928268433172881,-0.6003668872807929
2016-05-24,45.710975646972656,45.817299900448596,44.65658529836754,44.922397622050916,34757900,52.2224933669805,45.178492844234185,45.81593622704884,0.9128647627175877,-0.40316825901179243,0.15775890261520042,-0.5609271616269929
2016-05-25,46.18056869506836,46.508407098868524,45.88817620896055,46.00335938652516,24040200,55.219645493049704,45.27392863955173,45.830235539520196,0.904619526230322,-0.2765638061187019,0.22749068440663278,-0.5040544905253347
2016-05-26,45.9767951965332,46.05653924416978,45.507193238222015,46.01223774659115,24335200,53.64696257557949,45.340868311645195,45.835982977050115,0.8881020927028951,-0.19047599469109144,0.2508627966673946,-0.441338791358486
2016-05-27,46.3577880859375,46.3577880859375,45.87046491644592,46.00336939176881,17721400,56.16094693794495,45.437717813958756,45.85644592249668,0.8594750267592298,-0.09046501741280366,0.2806990191565459,-0.37116403656934954
2016-05-31,46.96029281616211,46.96029281616211,46.14513463872806,46.30461931606301,37653100,59.86780191189971,45.58272495702575,45.899734035973765,0.856309537521717,0.03698515713838191,0.32651935496618517,-0.28953419782780326
2016-06-01,46.827396392822266,46.916002768487154,46.46411870256529,46.46411870256529,25324800,58.68900579022126,45.70126509376828,45.93611295192861,0.8305855786699388,0.1258163751426764,0.33228045837638376,-0.20646408323370735
2016-06-02,46.49955749511719,46.72993067324139,45.93249025663814,46.64132430473695,22840800,55.771641365980905,45.77729294151579,45.958208816367375,0.8351799042066664,0.16782728772064814,0.2994330967634844,-0.13160580904283628
2016-06-03,45.88817596435547,46.44638072030937,45.71982560114292,46.41094156277878,23368300,50.7092296700119,45.78785322940528,45.95546243001397,0.8312193320472092,0.15005808244068675,0.22533111318681842,-0.07527303074613167
2016-06-06,46.1894416809082,46.38436892331092,45.976789785574894,46.065396150291775,18243300,52.97439799384137,45.826099748596036,45.96463808691178,0.8072888768263696,0.15845886956810062,0.18698552025138584,-0.02852665068328522
2016-06-07,46.16285705566406,46.72106531102064,46.16285705566406,46.286905963511074,20866800,52.74405558297294,45.8581718730787,45.97241137980403,0.7894974038642415,0.16111417291548236,0.15171265887901406,0.009401514036468293
2016-06-08,46.10969161987305,46.46410689248572,45.95906250952291,46.09197034924439,21149400,52.25470869816502,45.88212613467816,45.977794918630266,0.7691793309427106,0.1571173624503004,0.11817267873106568,0.038944683719234714
2016-06-09,45.737552642822266,46.07425003175835,45.6223694513334,46.07425003175835,20305700,48.83907564223894,45.868357230691885,45.968373652912305,0.7490466764853491,0.12250914682309855,0.06685157048309107,0.05565757634000748
